seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	109825962	109825970	9	*	X00660	84722	109822176	109825808	3633	-	153	upstream	153	PSRC1
chr1	109825973	109825981	9	*	X00661	84722	109822176	109825808	3633	-	164	upstream	164	PSRC1
chr1	109941514	109941522	9	*	X00662	6272	109852188	109940563	88376	-	950	upstream	950	SORT1
chr1	109969071	109969079	9	*	X00663	5686	109941653	109969108	27456	-	0	inside	28	PSMA5
chr1	109970186	109970196	11	*	X00664	5686	109941653	109969108	27456	-	1077	upstream	1077	PSMA5
chr1	110052353	110052362	10	*	X00665	57463	110049446	110052336	2891	-	16	upstream	16	AMIGO1
chr1	110052389	110052400	12	*	X00666	57463	110049446	110052336	2891	-	52	upstream	52	AMIGO1
chr1	110052413	110052427	15	*	X00667	57463	110049446	110052336	2891	-	76	upstream	76	AMIGO1
chr1	110052994	110053037	44	*	X00668	57463	110049446	110052336	2891	-	657	upstream	657	AMIGO1
chr1	110198222	110198230	9	*	X00669	2946	110198698	110226619	27922	+	467	upstream	467	GSTM2
chr1	110198222	110198230	9	*	X00669	2948	110198698	110208123	9426	+	467	upstream	467	GSTM4
chr1	110198629	110198637	9	*	X00670	2946	110198698	110226619	27922	+	60	upstream	60	GSTM2
chr1	110198629	110198637	9	*	X00670	2948	110198698	110208123	9426	+	60	upstream	60	GSTM4
chr1	110230661	110230670	10	*	X00673	2944	110230418	110236367	5950	+	0	inside	242	GSTM1
chr1	110453342	110453350	9	*	X00674	1435	110453233	110473616	20384	+	0	inside	108	CSF1
chr1	110453360	110453378	19	*	X00675	1435	110453233	110473616	20384	+	0	inside	126	CSF1
chr1	110527392	110527401	10	*	X00677	10768	110527387	110566364	38978	+	0	inside	4	AHCYL1
chr1	112282705	112282720	16	*	X00683	100506343	112282463	112290420	7958	+	0	inside	241	INKA2-AS1
chr1	112532828	112532842	15	*	X00684	3752	112318454	112531777	213324	-	1050	upstream	1050	KCND3
chr1	112532828	112532842	15	*	X00684	643355	112533190	112541463	8274	+	347	upstream	347	LINC01750
chr1	112532845	112532853	9	*	X00685	3752	112318454	112531777	213324	-	1067	upstream	1067	KCND3
chr1	112532845	112532853	9	*	X00685	643355	112533190	112541463	8274	+	336	upstream	336	LINC01750
chr1	112532862	112532871	10	*	X00686	3752	112318454	112531777	213324	-	1084	upstream	1084	KCND3
chr1	112532862	112532871	10	*	X00686	643355	112533190	112541463	8274	+	318	upstream	318	LINC01750
chr1	112532978	112532986	9	*	X00687	3752	112318454	112531777	213324	-	1200	upstream	1200	KCND3
chr1	112532978	112532986	9	*	X00687	643355	112533190	112541463	8274	+	203	upstream	203	LINC01750
chr1	112533126	112533139	14	*	X00688	3752	112318454	112531777	213324	-	1348	upstream	1348	KCND3
chr1	112533126	112533139	14	*	X00688	643355	112533190	112541463	8274	+	50	upstream	50	LINC01750
chr1	113498685	113498694	10	*	X00696	6566	113454470	113498975	44506	-	0	inside	280	SLC16A1
chr1	113499225	113499233	9	*	X00697	6566	113454470	113498975	44506	-	249	upstream	249	SLC16A1
chr1	113499918	113499926	9	*	X00698	6566	113454470	113498975	44506	-	942	upstream	942	SLC16A1
chr1	113615469	113615477	9	*	X00701	9860	113615831	113667342	51512	+	353	upstream	353	LRIG2
chr1	114446911	114446919	9	*	X00702	64858	114447915	114456708	8794	+	995	upstream	995	DCLRE1B
chr1	115053833	115053846	14	*	X00705	51592	114935399	115053781	118383	-	51	upstream	51	TRIM33
chr1	115053892	115053902	11	*	X00706	51592	114935399	115053781	118383	-	110	upstream	110	TRIM33
chr1	115300646	115300655	10	*	X00708	7812	115259534	115300671	41138	-	0	inside	15	CSDE1
chr1	115881131	115881139	9	*	X00710	4803	115828537	115880857	52321	-	273	upstream	273	NGF
chr1	116184160	116184182	23	*	X00711	81839	116184574	116240845	56272	+	391	upstream	391	VANGL1
chr1	116184257	116184265	9	*	X00712	81839	116184574	116240845	56272	+	308	upstream	308	VANGL1
chr1	117601515	117601523	9	*	X00717	8458	117602949	117645491	42543	+	1425	upstream	1425	TTF2
chr1	117909428	117909440	13	*	X00718	10905	117910085	118068320	158236	+	644	upstream	644	MAN1A2
chr1	118472633	118472645	13	*	X00720	10885	118472372	118503049	30678	+	0	inside	260	WDR3
chr1	118472633	118472645	13	*	X00720	54834	118406107	118472302	66196	-	330	upstream	330	GDAP2
chr1	118472870	118472878	9	*	X00721	54834	118406107	118472302	66196	-	567	upstream	567	GDAP2
chr1	147012710	147012726	17	*	X00735	607	147013182	147098015	84834	+	455	upstream	455	BCL9
chr1	150208363	150208398	36	*	X00746	81611	150190717	150208504	17788	-	0	inside	105	ANP32E
chr1	150208401	150208410	10	*	X00747	81611	150190717	150208504	17788	-	0	inside	93	ANP32E
chr1	150208413	150208423	11	*	X00748	81611	150190717	150208504	17788	-	0	inside	80	ANP32E
chr1	150336611	150336620	10	*	X00750	23248	150336990	150449041	112052	+	369	upstream	369	RPRD2
chr1	150337053	150337061	9	*	X00751	23248	150336990	150449041	112052	+	0	inside	62	RPRD2
chr1	151030697	151030706	10	*	X00754	10962	151032151	151040973	8823	+	1444	upstream	1444	MLLT11
chr1	151170603	151170612	10	*	X00757	8394	151171021	151222007	50987	+	408	upstream	408	PIP5K1A
chr1	151170878	151170888	11	*	X00758	8394	151171021	151222007	50987	+	132	upstream	132	PIP5K1A
chr1	151319542	151319551	10	*	X00759	5993	151313116	151319769	6654	-	0	inside	217	RFX5
chr1	151345335	151345343	9	*	X00760	8991	151336778	151345210	8433	-	124	upstream	124	SELENBP1
chr1	151512817	151512825	9	*	X00761	7286	151512781	151556059	43279	+	0	inside	35	TUFT1
chr1	151584579	151584587	9	*	X00762	81609	151584541	151671559	87019	+	0	inside	37	SNX27
chr1	151811164	151811173	10	*	X00763	100132111	151810945	151816641	5697	+	0	inside	218	C2CD4D-AS1
chr1	152009447	152009455	9	*	X00764	6282	152004982	152009511	4530	-	0	inside	55	S100A11
chr1	153651295	153651307	13	*	X00766	4881	153651164	153666468	15305	+	0	inside	130	NPR1
chr1	153747848	153747858	11	*	X00768	11000	153747768	153752633	4866	+	0	inside	79	SLC27A3
chr1	153939678	153939689	12	*	X00774	148327	153940315	153946840	6526	+	625	upstream	625	CREB3L4
chr1	154909792	154909800	9	*	X00784	10654	154897208	154909484	12277	-	307	upstream	307	PMVK
chr1	155098976	155098987	12	*	X00792	1942	155100349	155107386	7038	+	1361	upstream	1361	EFNA1
chr1	155099005	155099014	10	*	X00793	1942	155100349	155107386	7038	+	1334	upstream	1334	EFNA1
chr1	155099444	155099452	9	*	X00794	1942	155100349	155107386	7038	+	896	upstream	896	EFNA1
chr1	155099583	155099591	9	*	X00795	1942	155100349	155107386	7038	+	757	upstream	757	EFNA1
chr1	155099844	155099854	11	*	X00796	1942	155100349	155107386	7038	+	494	upstream	494	EFNA1
chr1	155249263	155249266	4	*	X00798	1196	155232659	155247501	14843	-	1761	upstream	1761	CLK2
chr1	155532380	155532388	9	*	X00799	55870	155305052	155532585	227534	-	0	inside	196	ASH1L
chr1	155532715	155532724	10	*	X00800	55870	155305052	155532585	227534	-	129	upstream	129	ASH1L
chr1	155658260	155658268	9	*	X00801	7818	155658882	155708800	49919	+	613	upstream	613	DAP3
chr1	155658573	155658582	10	*	X00802	7818	155658882	155708800	49919	+	299	upstream	299	DAP3
chr1	156182240	156182249	10	*	X00805	100527963	156182779	156213123	30345	+	529	upstream	529	PMF1-BGLAP
chr1	156182240	156182249	10	*	X00805	11243	156182779	156209868	27090	+	529	upstream	529	PMF1
chr1	156251005	156251013	9	*	X00806	84283	156252704	156262234	9531	+	1690	upstream	1690	TMEM79
chr1	156251204	156251212	9	*	X00807	84283	156252704	156262234	9531	+	1491	upstream	1491	TMEM79
chr1	156471012	156471021	10	*	X00810	4209	156433513	156470634	37122	-	377	upstream	377	MEF2D
chr1	156698321	156698331	11	*	X00814	51093	156698263	156706752	8490	+	0	inside	57	RRNAD1
chr1	156698321	156698331	11	*	X00814	81875	156692413	156698211	5799	-	109	upstream	109	ISG20L2
chr1	156830262	156830270	9	*	X00818	3645	156810665	156828712	18048	-	1549	upstream	1549	INSRR
chr1	157962730	157962739	10	*	X00823	55243	157963063	158065844	102782	+	323	upstream	323	KIRREL1
chr1	157962744	157962772	29	*	X00824	55243	157963063	158065844	102782	+	290	upstream	290	KIRREL1
chr1	157963016	157963029	14	*	X00825	55243	157963063	158065844	102782	+	33	upstream	33	KIRREL1
chr1	157963301	157963309	9	*	X00826	55243	157963063	158065844	102782	+	0	inside	237	KIRREL1
chr1	157963312	157963337	26	*	X00827	55243	157963063	158065844	102782	+	0	inside	248	KIRREL1
chr1	158968877	158968903	27	*	X00828	3428	158969758	159024945	55188	+	854	upstream	854	IFI16
chr1	161103513	161103528	16	*	X00844	9191	161090769	161102478	11710	-	1034	upstream	1034	DEDD
chr1	161228726	161228734	9	*	X00845	654790	161228517	161255240	26724	+	0	inside	208	PCP4L1
chr1	162530514	162530525	12	*	X00848	6675	162531296	162569633	38338	+	770	upstream	770	UAP1
chr1	165325971	165325979	9	*	X00856	4009	165171104	165325952	154849	-	18	upstream	18	LMX1A
chr1	165600083	165600092	10	*	X00858	4259	165600110	165625372	25263	+	17	upstream	17	MGST3
chr1	166808743	166808751	9	*	X00861	57645	166808724	166823709	14986	+	0	inside	18	POGK
chr1	166944275	166944289	15	*	X00862	387597	166882441	166944561	62121	-	0	inside	271	ILDR2
chr1	166944275	166944289	15	*	X00862	84944	166944819	166991447	46629	+	529	upstream	529	MAEL
chr1	166944304	166944312	9	*	X00863	387597	166882441	166944561	62121	-	0	inside	248	ILDR2
chr1	166944304	166944312	9	*	X00863	84944	166944819	166991447	46629	+	506	upstream	506	MAEL
chr1	167189923	167189926	4	*	X00864	5451	167190066	167396582	206517	+	139	upstream	139	POU2F1
chr1	167522946	167522955	10	*	X00867	8804	167510251	167523056	12806	-	0	inside	100	CREG1
chr1	167907499	167907509	11	*	X00869	25874	167885913	167906307	20395	-	1191	upstream	1191	MPC2
chr1	169338320	169338331	12	*	X00871	29922	169101769	169337186	235418	-	1133	upstream	1133	NME7
chr1	169429888	169429896	9	*	X00872	57821	169364114	169429907	65794	-	0	inside	10	CCDC181
chr1	171810506	171810516	11	*	X00875	26052	171810618	172387567	576950	+	101	upstream	101	DNM3
chr1	172501718	172501726	9	*	X00877	51430	172502260	172580973	78714	+	533	upstream	533	SUCO
chr1	173446197	173446205	9	*	X00879	100506023	173204199	173446294	242096	-	0	inside	88	LOC100506023
chr1	173446197	173446205	9	*	X00879	9588	173446486	173457946	11461	+	280	upstream	280	PRDX6
chr1	174128470	174128488	19	*	X00882	9910	174128552	174964445	835894	+	63	upstream	63	RABGAP1L
chr1	174128529	174128537	9	*	X00883	9910	174128552	174964445	835894	+	14	upstream	14	RABGAP1L
chr1	175162207	175162215	9	*	X00887	9674	175126123	175162229	36107	-	0	inside	13	KIAA0040
chr1	176176405	176176419	15	*	X00889	64326	175913967	176176370	262404	-	34	upstream	34	COP1
chr1	178062841	178062850	10	*	X00891	100302401	178060643	178063128	2486	-	0	inside	277	RASAL2-AS1
chr1	178062841	178062850	10	*	X00891	9462	178062864	178448648	385785	+	13	upstream	13	RASAL2
chr1	178694279	178694294	16	*	X00892	55103	178694300	178889237	194938	+	5	upstream	5	RALGPS2
chr1	179199194	179199202	9	*	X00894	27	179068462	179198819	130358	-	374	upstream	374	ABL2
chr1	180198349	180198357	9	*	X00898	89884	180199433	180244188	44756	+	1075	upstream	1075	LHX4
chr1	180471773	180471781	9	*	X00904	84320	180257352	180472022	214671	-	0	inside	240	ACBD6
chr1	180472106	180472115	10	*	X00905	84320	180257352	180472022	214671	-	83	upstream	83	ACBD6
chr1	180991939	180991948	10	*	X00906	10228	180942176	180992046	49871	-	0	inside	97	STX6
chr1	181057895	181057903	9	*	X00907	51278	181057638	181059979	2342	+	0	inside	256	IER5
chr1	181451475	181451491	17	*	X00908	777	181452686	181775921	323236	+	1194	upstream	1194	CACNA1E
chr1	182573759	182573767	9	*	X00909	6004	182567758	182573548	5791	-	210	upstream	210	RGS16
chr1	183442043	183442054	12	*	X00914	284649	183430011	183441117	11107	-	925	upstream	925	SMG7-AS1
chr1	183442552	183442565	14	*	X00915	284649	183430011	183441117	11107	-	1434	upstream	1434	SMG7-AS1
chr1	184006890	184006926	37	*	X00918	23127	183898796	184006878	108083	-	11	upstream	11	COLGALT2
chr1	184020823	184020831	9	*	X00919	116461	184020811	184043344	22534	+	0	inside	11	TSEN15
chr1	184355886	184355902	17	*	X00920	81563	184356150	184598155	242006	+	247	upstream	247	C1orf21
chr1	184355904	184355918	15	*	X00921	81563	184356150	184598155	242006	+	231	upstream	231	C1orf21
chr1	184355925	184355954	30	*	X00922	81563	184356150	184598155	242006	+	195	upstream	195	C1orf21
chr1	184723795	184723805	11	*	X00923	80267	184659625	184724041	64417	-	0	inside	235	EDEM3
chr1	185126366	185126378	13	*	X00924	54823	185126192	185260913	134722	+	0	inside	173	SWT1
chr1	185126366	185126378	13	*	X00924	81627	185087218	185126230	39013	-	135	upstream	135	TRMT1L
chr1	185127402	185127414	13	*	X00925	81627	185087218	185126230	39013	-	1171	upstream	1171	TRMT1L
chr1	186343579	186343587	9	*	X00927	54953	186344890	186390503	45614	+	1302	upstream	1302	ODR4
chr1	186344386	186344395	10	*	X00928	54953	186344890	186390503	45614	+	494	upstream	494	ODR4
chr1	186345127	186345155	29	*	X00929	54953	186344890	186390503	45614	+	0	inside	236	ODR4
chr1	186345127	186345155	29	*	X00929	7175	186280786	186344864	64079	-	262	upstream	262	TPR
chr1	186797818	186797853	36	*	X00931	5321	186798032	186958113	160082	+	178	upstream	178	PLA2G4A
chr1	186797856	186797864	9	*	X00932	5321	186798032	186958113	160082	+	167	upstream	167	PLA2G4A
chr1	193090817	193090825	9	*	X00933	79577	193091088	193223942	132855	+	262	upstream	262	CDC73
chr1	193090859	193090867	9	*	X00934	79577	193091088	193223942	132855	+	220	upstream	220	CDC73
chr1	193090913	193090924	12	*	X00935	79577	193091088	193223942	132855	+	163	upstream	163	CDC73
chr1	197170594	197170605	12	*	X00937	23418	197170592	197447585	276994	+	0	inside	1	CRB1
chr1	197170594	197170605	12	*	X00937	360023	197122814	197169672	46859	-	921	upstream	921	ZBTB41
chr1	197881756	197881776	21	*	X00941	56956	197881635	197901715	20081	+	0	inside	120	LHX9
chr1	200992791	200992805	15	*	X00946	23046	200938514	200992828	54315	-	0	inside	22	KIF21B
chr1	201476508	201476516	9	*	X00950	1465	201452658	201476387	23730	-	120	upstream	120	CSRP1
chr1	201617233	201617242	10	*	X00951	89796	201617450	201796102	178653	+	207	upstream	207	NAV1
chr1	203096683	203096691	9	*	X00961	134	203096836	203136533	39698	+	144	upstream	144	ADORA1
chr1	203242351	203242359	9	*	X00965	1118	203181959	203241937	59979	-	413	upstream	413	CHIT1
chr1	203595402	203595448	47	*	X00969	493	203595915	203713209	117295	+	466	upstream	466	ATP2B4
chr1	204654973	204654983	11	*	X00983	10446	204586303	204654597	68295	-	375	upstream	375	LRRN2
chr1	204797738	204797747	10	*	X00984	23114	204797782	204991950	194169	+	34	upstream	34	NFASC
chr1	205012340	205012351	12	*	X00985	6900	205012065	205047171	35107	+	0	inside	274	CNTN2
chr1	205782989	205782997	9	*	X01002	254428	205758221	205782161	23941	-	827	upstream	827	SLC41A1
chr1	207494223	207494268	46	*	X01003	1604	207494817	207534311	39495	+	548	upstream	548	CD55
chr1	207494271	207494283	13	*	X01004	1604	207494817	207534311	39495	+	533	upstream	533	CD55
chr1	207627628	207627636	9	*	X01005	1380	207627645	207663240	35596	+	8	upstream	8	CR2
chr1	208084400	208084409	10	*	X01007	947	208059883	208084683	24801	-	0	inside	273	CD34
chr1	209601781	209601820	40	*	X01011	642587	209602168	209605892	3725	+	347	upstream	347	MIR205HG
chr1	209848279	209848287	9	*	X01013	50486	209848670	209849735	1066	+	382	upstream	382	G0S2
chr1	209848502	209848511	10	*	X01014	50486	209848670	209849735	1066	+	158	upstream	158	G0S2
chr1	210110883	210110904	22	*	X01016	255928	210111519	210337633	226115	+	614	upstream	614	SYT14
chr1	210405688	210405700	13	*	X01017	56256	210406195	210416440	10246	+	494	upstream	494	SERTAD4
chr1	210407640	210407653	14	*	X01018	574036	210404804	210407466	2663	-	173	upstream	173	SERTAD4-AS1
chr1	211556130	211556143	14	*	X01023	84791	211556097	211605877	49781	+	0	inside	32	LINC00467
chr1	212458726	212458746	21	*	X01025	5525	212458879	212535205	76327	+	132	upstream	132	PPP2R5A
chr1	212458871	212458882	12	*	X01026	5525	212458879	212535205	76327	+	0	overlapStart	0	PPP2R5A
chr1	212874386	212874394	9	*	X01032	55509	212859759	212873327	13569	-	1058	upstream	1058	BATF3
chr1	213189256	213189265	10	*	X01036	90806	213165524	213189168	23645	-	87	upstream	87	ANGEL2
chr1	214159551	214159561	11	*	X01041	5629	214161278	214214847	53570	+	1716	upstream	1716	PROX1
chr1	214454276	214454284	9	*	X01045	56950	214454565	214510477	55913	+	280	upstream	280	SMYD2
chr1	217312654	217312663	10	*	X01053	2104	216676588	217311097	634510	-	1556	upstream	1556	ESRRG
chr1	218519387	218519443	57	*	X01055	728463	218517538	218519020	1483	-	366	upstream	366	TGFB2-AS1
chr1	219347171	219347179	9	*	X01056	127018	219347192	219386207	39016	+	12	upstream	12	LYPLAL1
chr1	219347171	219347179	9	*	X01056	643723	219254317	219347130	92814	-	40	upstream	40	LYPLAL1-DT
chr1	220219815	220219825	11	*	X01057	2058	220141942	220220000	78059	-	0	inside	174	EPRS1
chr1	220267459	220267467	9	*	X01058	55699	220267455	220321383	53929	+	0	inside	3	IARS2
chr1	221915220	221915229	10	*	X01064	11221	221874764	221915516	40753	-	0	inside	286	DUSP10
chr1	221915232	221915240	9	*	X01065	11221	221874764	221915516	40753	-	0	inside	275	DUSP10
chr1	222886651	222886662	12	*	X01066	64853	222841355	222886526	45172	-	124	upstream	124	AIDA
chr1	222988541	222988549	9	*	X01067	84976	222988431	223179337	190907	+	0	inside	109	DISP1
chr1	223537898	223537910	13	*	X01069	55061	223394161	223537544	143384	-	353	upstream	353	SUSD4
chr1	223538956	223538966	11	*	X01070	55061	223394161	223537544	143384	-	1411	upstream	1411	SUSD4
chr1	224370133	224370148	16	*	X01072	8560	224370910	224381142	10233	+	761	upstream	761	DEGS1
chr1	224370150	224370164	15	*	X01073	8560	224370910	224381142	10233	+	745	upstream	745	DEGS1
chr1	224371147	224371157	11	*	X01074	8560	224370910	224381142	10233	+	0	inside	236	DEGS1
chr1	224622809	224622820	12	*	X01076	80232	224572845	224622001	49157	-	807	upstream	807	WDR26
chr1	224803733	224803741	9	*	X01077	149111	224804179	224928249	124071	+	437	upstream	437	CNIH3
chr1	226595851	226595859	9	*	X01085	142	226548392	226595801	47410	-	49	upstream	49	PARP1
chr1	226735706	226735716	11	*	X01086	375057	226736501	226796915	60415	+	784	upstream	784	STUM
chr1	227058502	227058510	9	*	X01092	5664	227058273	227083804	25532	+	0	inside	228	PSEN2
chr1	227506218	227506236	19	*	X01093	8476	227177566	227505826	328261	-	391	upstream	391	CDC42BPA
chr1	227507058	227507069	12	*	X01094	8476	227177566	227505826	328261	-	1231	upstream	1231	CDC42BPA
chr1	228291525	228291535	11	*	X01102	79169	228288428	228291022	2595	-	502	upstream	502	C1orf35
chr1	228353375	228353383	9	*	X01103	200205	228353429	228369958	16530	+	45	upstream	45	IBA57
chr1	228353398	228353407	10	*	X01104	200205	228353429	228369958	16530	+	21	upstream	21	IBA57
chr1	228353694	228353704	11	*	X01105	200205	228353429	228369958	16530	+	0	inside	264	IBA57
chr1	228646357	228646396	40	*	X01115	92815	228645065	228645560	496	-	796	upstream	796	H2AW
chr1	228674492	228674500	9	*	X01117	149603	228675068	228683889	8822	+	567	upstream	567	RNF187
chr1	229406809	229406821	13	*	X01119	5867	229406809	229441640	34832	+	0	inside	0	RAB4A
chr1	229761907	229761916	10	*	X01122	27097	229728866	229761794	32929	-	112	upstream	112	TAF5L
chr1	229761907	229761916	10	*	X01122	9816	229761981	229795946	33966	+	64	upstream	64	URB2
chr1	229763136	229763144	9	*	X01123	27097	229728866	229761794	32929	-	1341	upstream	1341	TAF5L
chr1	230562855	230562864	10	*	X01126	79605	230457392	230561674	104283	-	1180	upstream	1180	PGBD5
chr1	231297321	231297329	9	*	X01129	440730	231298674	231357314	58641	+	1344	upstream	1344	TRIM67
chr1	231377379	231377387	9	*	X01130	128061	231359509	231376924	17416	-	454	upstream	454	C1orf131
chr1	231762383	231762393	11	*	X01131	27185	231762561	232177019	414459	+	167	upstream	167	DISC1
chr1	231762400	231762431	32	*	X01132	27185	231762561	232177019	414459	+	129	upstream	129	DISC1
chr1	233749408	233749417	10	*	X01133	3775	233749750	233808258	58509	+	332	upstream	332	KCNK1
chr1	233749420	233749444	25	*	X01134	3775	233749750	233808258	58509	+	305	upstream	305	KCNK1
chr1	233749944	233749953	10	*	X01135	3775	233749750	233808258	58509	+	0	inside	193	KCNK1
chr1	234614909	234614919	11	*	X01138	6894	234527059	234614849	87791	-	59	upstream	59	TARBP1
chr1	234614937	234614949	13	*	X01139	6894	234527059	234614849	87791	-	87	upstream	87	TARBP1
chr1	234745978	234745987	10	*	X01143	359948	234740015	234745271	5257	-	706	upstream	706	IRF2BP2
chr1	234745998	234746007	10	*	X01144	359948	234740015	234745271	5257	-	726	upstream	726	IRF2BP2
chr1	234746485	234746496	12	*	X01145	359948	234740015	234745271	5257	-	1213	upstream	1213	IRF2BP2
chr1	234746714	234746722	9	*	X01146	359948	234740015	234745271	5257	-	1442	upstream	1442	IRF2BP2
chr1	235292380	235292388	9	*	X01147	677802	235291118	235291252	135	-	1127	upstream	1127	SNORA14B
chr1	235292380	235292388	9	*	X01147	9804	235272658	235292256	19599	-	123	upstream	123	TOMM20
